correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,12996,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,11,2.1.0,64560,PRACTICE,5dd5e27fe25acf59990e1adf,N,control,conjunction
Y,P06,control,presupposition,,,0.0,Alice won a car race.,Alice participated in a car race.,5020,Premise: Alice won a car race. / Conclusion: Alice participated in a car race.,n,html-keyboard-response,14,2.1.0,72878,PRACTICE,5dd5e27fe25acf59990e1adf,Y,control,presupposition
N,P07,control,presupposition,,,0.0,Mark won a car race.,Mark has never participated in a car race.,7354,Premise: Mark won a car race. / Conclusion: Mark has never participated in a car race.,n,html-keyboard-response,17,2.1.0,83230,PRACTICE,5dd5e27fe25acf59990e1adf,N,control,presupposition
Y,P00,control,conjunction,,,0.0,Sophia stopped by the bakery and bought fresh bread.,Sophia went to the bakery.,5424,Premise: Sophia stopped by the bakery and bought fresh bread. / Conclusion: Sophia went to the bakery.,b,html-keyboard-response,20,2.1.0,91730,PRACTICE,5dd5e27fe25acf59990e1adf,Y,control,conjunction
Y,P02,control,conditional,,,0.0,"Since heavy fog covered the valley, the hikers lost visibility.",The hikers could no longer see their surroundings clearly.,10167,"Premise: Since heavy fog covered the valley, the hikers lost visibility. / Conclusion: The hikers could no longer see their surroundings clearly.",b,html-keyboard-response,23,2.1.0,104602,PRACTICE,5dd5e27fe25acf59990e1adf,Y,control,conditional
N,M21,modal,all_single,B,,,Every participant restrung the instrument or polished the lyrics.,At least one participant polished the lyrics.,7894,Premise: Every participant restrung the instrument or polished the lyrics. / Conclusion: At least one participant polished the lyrics.,b,html-keyboard-response,27,2.1.0,130419,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,modal,all_single
?,M09,modal,must_and,AND,,,Blair is supposed to frame the illustration or varnish the surface.,Blair is allowed to frame the illustration and is allowed to varnish the surface.,8544,Premise: Blair is supposed to frame the illustration or varnish the surface. / Conclusion: Blair is allowed to frame the illustration and is allowed to varnish the surface.,b,html-keyboard-response,29,2.1.0,139973,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,modal,must_and
?,W31,want,want_single,B,,,Taylor wants to pack the leftovers or simmer the sauce.,Taylor wants to simmer the sauce.,10177,Premise: Taylor wants to pack the leftovers or simmer the sauce. / Conclusion: Taylor wants to simmer the sauce.,b,html-keyboard-response,31,2.1.0,151155,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_single
?,M04,modal,allowed_single,A,,,Jules is allowed to dim the room lights or collect the RSVPs.,Jules is allowed to dim the room lights.,6345,Premise: Jules is allowed to dim the room lights or collect the RSVPs. / Conclusion: Jules is allowed to dim the room lights.,b,html-keyboard-response,33,2.1.0,158508,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,modal,allowed_single
Y,C38,control,presupposition,,,,Emma talked to her son.,Emma has children.,4815,Premise: Emma talked to her son. / Conclusion: Emma has children.,b,html-keyboard-response,35,2.1.0,164327,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,presupposition
?,W45,want,atleast_single_b,B,,,Avery wants to schedule a rehearsal or at least adjust the metronome.,Avery wants to adjust the metronome.,7910,Premise: Avery wants to schedule a rehearsal or at least adjust the metronome. / Conclusion: Avery wants to adjust the metronome.,b,html-keyboard-response,37,2.1.0,173244,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,atleast_single_b
N,C30,control,quantifier,,,,Some birds have long legs.,Some birds have long beaks.,4814,Premise: Some birds have long legs. / Conclusion: Some birds have long beaks.,n,html-keyboard-response,39,2.1.0,179063,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,quantifier
?,W36,want,want_mind_single,A,,,Marley wants to refill the water bottles or set up the yoga mats.,Marley does not mind refilling the water bottles.,9636,Premise: Marley wants to refill the water bottles or set up the yoga mats. / Conclusion: Marley does not mind refilling the water bottles.,b,html-keyboard-response,41,2.1.0,189710,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_mind_single
?,M11,modal,must_and,AND,,,Cameron is required to pack the carry-on bag or book the train tickets.,Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,12304,Premise: Cameron is required to pack the carry-on bag or book the train tickets. / Conclusion: Cameron is allowed to pack the carry-on bag and is allowed to book the train tickets.,b,html-keyboard-response,43,2.1.0,203027,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,modal,must_and
N,M18,modal,all_and,AND,,,Each person sketched the layout or photographed the finished piece.,"At least one person sketched the layout, and at least one  photographed the finished piece.",12536,"Premise: Each person sketched the layout or photographed the finished piece. / Conclusion: At least one person sketched the layout, and at least one  photographed the finished piece.",n,html-keyboard-response,45,2.1.0,216566,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,modal,all_and
Y,C01,control,conjunction,,,,Oliver called his brother and apologized for the argument.,Oliver said he was sorry.,7977,Premise: Oliver called his brother and apologized for the argument. / Conclusion: Oliver said he was sorry.,b,html-keyboard-response,47,2.1.0,225554,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,conjunction
?,W34,want,want_mind_and,AND,,,Kelly wants to stretch the hamstrings or pack the first-aid kit.,Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,8043,Premise: Kelly wants to stretch the hamstrings or pack the first-aid kit. / Conclusion: Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,b,html-keyboard-response,49,2.1.0,234602,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_mind_and
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,10133,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,51,2.1.0,245743,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,modal,must_single
N,C18,control,conditional,,,,"If the printer jams this morning, the reports will be delayed.",The device will power off on its own.,5627,"Premise: If the printer jams this morning, the reports will be delayed. / Conclusion: The device will power off on its own.",n,html-keyboard-response,53,2.1.0,252373,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,conditional
N,C45,control,presupposition,,,,Jim realized that the window was broken.,Jim realized that there were two windows.,6834,Premise: Jim realized that the window was broken. / Conclusion: Jim realized that there were two windows.,n,html-keyboard-response,55,2.1.0,260209,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,presupposition
Y,C37,control,presupposition,,,,Mary visited her brother.,Mary has siblings.,3340,Premise: Mary visited her brother. / Conclusion: Mary has siblings.,b,html-keyboard-response,57,2.1.0,264552,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,presupposition
N,C10,control,conjunction,,,,Liam repaired the old radio and tested its signal range.,Liam travelled to the mountains.,5636,Premise: Liam repaired the old radio and tested its signal range. / Conclusion: Liam travelled to the mountains.,n,html-keyboard-response,59,2.1.0,271194,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,conjunction
N,M19,modal,all_and,AND,,,All of them mounted the canvas or sanded the wooden edges.,"Some of them  mounted the canvas, and some of them sanded the wooden edges.",18608,"Premise: All of them mounted the canvas or sanded the wooden edges. / Conclusion: Some of them  mounted the canvas, and some of them sanded the wooden edges.",b,html-keyboard-response,61,2.1.0,290805,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,modal,all_and
N,C23,control,conditional,,,,"If the door sensor malfunctions, the lights will stay on overnight.",The lights will turn off early in the evening.,6743,"Premise: If the door sensor malfunctions, the lights will stay on overnight. / Conclusion: The lights will turn off early in the evening.",n,html-keyboard-response,63,2.1.0,298556,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,conditional
Y,C05,control,conjunction,,,,The drone circled over the field and recorded the migrating birds.,The drone captured footage of the migrating birds.,6407,Premise: The drone circled over the field and recorded the migrating birds. / Conclusion: The drone captured footage of the migrating birds.,b,html-keyboard-response,65,2.1.0,305967,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,conjunction
Y,C00,control,conjunction,,,,Emma walked to the lake and fed the ducks.,Emma gave food to the ducks.,4437,Premise: Emma walked to the lake and fed the ducks. / Conclusion: Emma gave food to the ducks.,b,html-keyboard-response,67,2.1.0,311415,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,conjunction
?,W33,want,want_mind_and,AND,,,Ryan wants to scrub the tile grout or paint the hallway.,Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,6766,Premise: Ryan wants to scrub the tile grout or paint the hallway. / Conclusion: Ryan is fine with scrubbing the tile grout and is fine with painting the hallway.,b,html-keyboard-response,69,2.1.0,319195,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_mind_and
Y,C16,control,conditional,,,,"Since Carla didn’t charge her phone, it died halfway through the call.",Carla failed to charge her phone.,6768,"Premise: Since Carla didn’t charge her phone, it died halfway through the call. / Conclusion: Carla failed to charge her phone.",b,html-keyboard-response,71,2.1.0,326965,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,conditional
Y,C25,control,quantifier,,,,Some cars have all-wheel drive.,Some all-wheel-drive vehicles are cars.,9516,Premise: Some cars have all-wheel drive. / Conclusion: Some all-wheel-drive vehicles are cars.,b,html-keyboard-response,73,2.1.0,337495,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,quantifier
Y,C40,control,presupposition,,,,Ruth knows that roses require a lot of water.,Roses need a lot of water.,5822,Premise: Ruth knows that roses require a lot of water. / Conclusion: Roses need a lot of water.,b,html-keyboard-response,75,2.1.0,344323,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,Y,control,presupposition
?,W30,want,want_single,A,,,Frankie wants to marinate the tofu or set the table.,Frankie wants to marinate the tofu.,8279,Premise: Frankie wants to marinate the tofu or set the table. / Conclusion: Frankie wants to marinate the tofu.,b,html-keyboard-response,77,2.1.0,353610,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_single
N,C31,control,quantifier,,,,Some cars have all-wheel drive.,Some cars have dual exhaust.,2919,Premise: Some cars have all-wheel drive. / Conclusion: Some cars have dual exhaust.,n,html-keyboard-response,79,2.1.0,357533,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,quantifier
?,W47,want,atleast_single_b,B,,,Sawyer wants to test the microphone or at least review the agenda.,Sawyer wants to review the agenda.,8151,Premise: Sawyer wants to test the microphone or at least review the agenda. / Conclusion: Sawyer wants to review the agenda.,b,html-keyboard-response,81,2.1.0,366698,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,atleast_single_b
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,7434,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,83,2.1.0,375148,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,atleast_single_a
?,W43,want,atleast_single_a,A,,,Finley wants to clean the watering cans or at least pull the weeds.,Finley wants to clean the watering cans.,6107,Premise: Finley wants to clean the watering cans or at least pull the weeds. / Conclusion: Finley wants to clean the watering cans.,b,html-keyboard-response,85,2.1.0,382266,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,atleast_single_a
N,C20,control,conditional,,,,"If the software updates successfully, the interface will change.",The layout will look different.,4727,"Premise: If the software updates successfully, the interface will change. / Conclusion: The layout will look different.",n,html-keyboard-response,87,2.1.0,388006,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,conditional
?,W24,want,want_and,AND,,,Jordan wants to preheat the oven or grill the skewers.,Jordan wants to preheat the oven and wants to grill the skewers.,6722,Premise: Jordan wants to preheat the oven or grill the skewers. / Conclusion: Jordan wants to preheat the oven and wants to grill the skewers.,n,html-keyboard-response,89,2.1.0,395735,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,?,want,want_and
N,C06,control,conjunction,,,,Sophie cleaned the guest room and changed all the bed linens.,Sophie attended a music festival.,7417,Premise: Sophie cleaned the guest room and changed all the bed linens. / Conclusion: Sophie attended a music festival.,n,html-keyboard-response,91,2.1.0,404163,EXPERIMENTAL,5dd5e27fe25acf59990e1adf,N,control,conjunction
